PCN,ISSUED,LOCATION,FINE
LS83576070,27/01/2018,"BUS LANE, CALL LANE",60
LS83576081,27/01/2018,"BUS LANE, CALL LANE",60
LS83576092,27/01/2018,"BUS LANE, CALL LANE",60
LS83576106,27/01/2018,"BUS LANE, CALL LANE",60
LS83576117,27/01/2018,"BUS LANE, CALL LANE",60
LS83576128,27/01/2018,"BUS LANE, CALL LANE",60
LS83576139,27/01/2018,"BUS LANE, CALL LANE",60
LS8357614A,27/01/2018,"BUS LANE, CALL LANE",60
LS83576150,27/01/2018,"BUS LANE, CALL LANE",60
LS83576161,27/01/2018,"BUS LANE, CALL LANE",60
LS83576172,27/01/2018,"BUS LANE, CALL LANE",60
LS83576183,27/01/2018,"BUS LANE, CALL LANE",60
LS83576194,27/01/2018,"BUS LANE, CALL LANE",60
LS83576208,27/01/2018,"BUS LANE, CALL LANE",60
LS83576219,27/01/2018,"BUS LANE, CALL LANE",60
LS8357622A,27/01/2018,"BUS LANE, CALL LANE",60
LS83576230,27/01/2018,"BUS LANE, CALL LANE",60
LS83576241,27/01/2018,"BUS LANE, CALL LANE",60
LS83576252,27/01/2018,"BUS LANE, CALL LANE",60
LS83576263,27/01/2018,"BUS LANE, CALL LANE",60
LS83582437,27/01/2018,"BUS LANE, CANAL STREET",60
LS83582470,27/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83582492,27/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83582506,27/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83582572,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83582583,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83582834,27/01/2018,"BUS LANE, BOAR LANE",60
LS83582878,27/01/2018,"BUS LANE, BURLEY ROAD",60
LS83582903,27/01/2018,"BUS LANE, HEADROW",60
LS83583156,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583167,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583178,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583189,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8358319A,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583203,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583214,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583225,27/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583247,27/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83583258,27/01/2018,"BUS LANE, CANAL STREET",60
LS83583269,27/01/2018,"BUS LANE, CANAL STREET",60
LS8358327A,27/01/2018,"BUS LANE, CANAL STREET",60
LS83583291,27/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83583305,27/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83583316,27/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83583327,27/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83583338,27/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83583349,27/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS8358335A,27/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83583360,27/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83583371,27/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83583382,27/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83583393,27/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83583407,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583418,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583429,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358343A,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583440,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583451,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583462,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583473,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583484,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583495,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583509,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358351A,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583520,27/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583586,27/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83583611,27/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83583622,27/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83583633,27/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83583644,27/01/2018,"BUS LANE, YORK RD SERVICE RD",60
LS83583655,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583666,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583677,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583688,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583699,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583702,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583713,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583724,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583735,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583746,27/01/2018,"BUS LANE, VICAR LANE",60
LS83583790,27/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83583804,27/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83583815,27/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83583826,27/01/2018,"BUS LANE, BOAR LANE",60
LS83583848,27/01/2018,"BUS LANE, BURLEY ROAD",60
LS83583859,27/01/2018,"BUS LANE, HEADROW",60
LS83576274,28/01/2018,"BUS LANE, CALL LANE",60
LS83576285,28/01/2018,"BUS LANE, CALL LANE",60
LS83583236,28/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83583280,28/01/2018,"BUS LANE, CANAL STREET",60
LS83583531,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583542,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583553,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583564,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583575,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83583597,28/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83583600,28/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83583757,28/01/2018,"BUS LANE, VICAR LANE",60
LS83583768,28/01/2018,"BUS LANE, VICAR LANE",60
LS83583779,28/01/2018,"BUS LANE, VICAR LANE",60
LS8358378A,28/01/2018,"BUS LANE, VICAR LANE",60
LS83583837,28/01/2018,"BUS LANE, BOAR LANE",60
LS83584126,28/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83584137,28/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83584148,28/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83584159,28/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83584181,28/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83584192,28/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83584261,28/01/2018,"BUS LANE, CANAL STREET",60
LS83584272,28/01/2018,"BUS LANE, CANAL STREET",60
LS83584283,28/01/2018,"BUS LANE, CANAL STREET",60
LS83584443,28/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83584454,28/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83584498,28/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83584523,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584534,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584545,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584556,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584567,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584578,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584589,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358459A,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584603,28/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358475A,28/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83584818,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584829,28/01/2018,"BUS LANE, VICAR LANE",60
LS8358483A,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584840,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584851,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584862,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584873,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584884,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584895,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584909,28/01/2018,"BUS LANE, VICAR LANE",60
LS8358491A,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584920,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584931,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584942,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584953,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584964,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584975,28/01/2018,"BUS LANE, VICAR LANE",60
LS83584986,28/01/2018,"BUS LANE, VICAR LANE",60
LS83585195,28/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83585220,28/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83585231,28/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83585253,28/01/2018,"BUS LANE, BOAR LANE",60
LS83585264,28/01/2018,"BUS LANE, BOAR LANE",60
LS83585366,28/01/2018,"BUS LANE, HEADROW",60
LS83585377,28/01/2018,"BUS LANE, HEADROW",60
LS8358416A,29/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83584170,29/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83584206,29/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83584217,29/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83584228,29/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83584239,29/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS8358424A,29/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83584250,29/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83584294,29/01/2018,"BUS LANE, CANAL STREET",60
LS83584308,29/01/2018,"BUS LANE, CANAL STREET",60
LS83584319,29/01/2018,"BUS LANE, CANAL STREET",60
LS8358432A,29/01/2018,"BUS LANE, CANAL STREET",60
LS83584330,29/01/2018,"BUS LANE, CANAL STREET",60
LS83584341,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584352,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584363,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584374,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584385,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584396,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8358440A,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584410,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584421,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584432,29/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83584465,29/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83584476,29/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83584487,29/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83584501,29/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83584512,29/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83584614,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584625,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584636,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584647,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584658,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584669,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8358467A,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584680,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584691,29/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83584705,29/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83584716,29/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83584727,29/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83584738,29/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83584749,29/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83584760,29/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83584771,29/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83584782,29/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83584793,29/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83584807,29/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83584997,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585005,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585016,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585027,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585038,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585049,29/01/2018,"BUS LANE, VICAR LANE",60
LS8358505A,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585060,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585071,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585082,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585093,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585107,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585118,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585129,29/01/2018,"BUS LANE, VICAR LANE",60
LS8358513A,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585140,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585151,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585162,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585173,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585184,29/01/2018,"BUS LANE, VICAR LANE",60
LS83585209,29/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS8358521A,29/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83585242,29/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83585275,29/01/2018,"BUS LANE, BOAR LANE",60
LS83585286,29/01/2018,"BUS LANE, BOAR LANE",60
LS83585297,29/01/2018,"BUS LANE, BOAR LANE",60
LS83585300,29/01/2018,"BUS LANE, BOAR LANE",60
LS83585311,29/01/2018,"BUS LANE, BOAR LANE",60
LS83585322,29/01/2018,"BUS LANE, BURLEY ROAD",60
LS83585333,29/01/2018,"BUS LANE, BURLEY ROAD",60
LS83585344,29/01/2018,"BUS LANE, BURLEY ROAD",60
LS83585355,29/01/2018,"BUS LANE, BURLEY ROAD",60
LS83585388,29/01/2018,"BUS LANE, HEADROW",60
LS83585399,29/01/2018,"BUS LANE, HEADROW",60
LS83585402,29/01/2018,"BUS LANE, HEADROW",60
LS83585413,29/01/2018,"BUS LANE, HEADROW",60
LS83585424,29/01/2018,"BUS LANE, HEADROW",60
LS83585956,29/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83586121,29/01/2018,"BUS LANE, VICAR LANE",60
LS83586551,29/01/2018,"BUS LANE, BURLEY ROAD",60
LS83586573,29/01/2018,"BUS LANE, HEADROW",60
LS83585435,30/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83585446,30/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83585457,30/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83585468,30/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83585479,30/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8358548A,30/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83585504,30/01/2018,"BUS LANE, CANAL STREET",60
LS83585515,30/01/2018,"BUS LANE, CANAL STREET",60
LS83585570,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585581,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585592,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585606,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585617,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585628,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585639,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8358564A,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585650,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585661,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585672,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585683,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585694,30/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8358572A,30/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83585730,30/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83585741,30/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83585752,30/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83585763,30/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS8358580A,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585810,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585821,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585832,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585843,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585854,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585865,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585876,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585887,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585898,30/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585967,30/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83586008,30/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83586019,30/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS8358602A,30/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83586030,30/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83586085,30/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83586096,30/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83586132,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586143,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586154,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586165,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586176,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586187,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586198,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586201,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586212,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586223,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586234,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586245,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586256,30/01/2018,"BUS LANE, VICAR LANE",60
LS83586380,30/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83586391,30/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83586405,30/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83586416,30/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83586438,30/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83586449,30/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS8358645A,30/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83586460,30/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83586471,30/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83586482,30/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83586518,30/01/2018,"BUS LANE, BOAR LANE",60
LS83586529,30/01/2018,"BUS LANE, BOAR LANE",60
LS8358653A,30/01/2018,"BUS LANE, BOAR LANE",60
LS83586540,30/01/2018,"BUS LANE, BOAR LANE",60
LS83586562,30/01/2018,"BUS LANE, BURLEY ROAD",60
LS83586584,30/01/2018,"BUS LANE, HEADROW",60
LS83585490,31/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83585526,31/01/2018,"BUS LANE, CANAL STREET",60
LS83585537,31/01/2018,"BUS LANE, CANAL STREET",60
LS83585548,31/01/2018,"BUS LANE, CANAL STREET",60
LS83585559,31/01/2018,"BUS LANE, CANAL STREET",60
LS8358556A,31/01/2018,"BUS LANE, CANAL STREET",60
LS83585708,31/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585719,31/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83585774,31/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83585785,31/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83585796,31/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83585901,31/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585912,31/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585923,31/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585934,31/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585945,31/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83585978,31/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83585989,31/01/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS8358599A,31/01/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83586041,31/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83586052,31/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83586063,31/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83586074,31/01/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS8358610A,31/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83586110,31/01/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83586267,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586278,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586289,31/01/2018,"BUS LANE, VICAR LANE",60
LS8358629A,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586303,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586314,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586325,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586336,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586347,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586358,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586369,31/01/2018,"BUS LANE, VICAR LANE",60
LS8358637A,31/01/2018,"BUS LANE, VICAR LANE",60
LS83586427,31/01/2018,"BUS LANE, WELLINGTON ROAD",60
LS83586493,31/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83586507,31/01/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83586595,31/01/2018,"BUS LANE, HEADROW",60
LS83587714,31/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83587725,31/01/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83587805,31/01/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83587816,31/01/2018,"BUS LANE, CANAL STREET",60
LS83587827,31/01/2018,"BUS LANE, CANAL STREET",60
LS83587838,31/01/2018,"BUS LANE, CANAL STREET",60
LS83587849,31/01/2018,"BUS LANE, CANAL STREET",60
LS8358785A,31/01/2018,"BUS LANE, CANAL STREET",60
LS83588036,31/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83588047,31/01/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83588171,31/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83588182,31/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83588193,31/01/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83588262,31/01/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS8358831A,31/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83588320,31/01/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83588331,31/01/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
