PCN,ISSUED,LOCATION,FINE
LS83593590,06/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593604,06/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593615,06/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593626,06/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593637,06/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593692,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593706,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593717,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593728,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593739,06/02/2018,"BUS LANE, VICAR LANE",60
LS8359374A,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593750,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593761,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593772,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593783,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593794,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593808,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593819,06/02/2018,"BUS LANE, VICAR LANE",60
LS83593921,06/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83593932,06/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83593998,06/02/2018,"BUS LANE, BOAR LANE",60
LS83594017,06/02/2018,"BUS LANE, BURLEY ROAD",60
LS83592576,07/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83592587,07/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83592598,07/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83592656,07/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83592667,07/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83592678,07/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83592689,07/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83592780,07/02/2018,"BUS LANE, CANAL STREET",60
LS83592791,07/02/2018,"BUS LANE, CANAL STREET",60
LS83592805,07/02/2018,"BUS LANE, CANAL STREET",60
LS83592816,07/02/2018,"BUS LANE, CANAL STREET",60
LS83592827,07/02/2018,"BUS LANE, CANAL STREET",60
LS83592838,07/02/2018,"BUS LANE, CANAL STREET",60
LS83592940,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83592951,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83592962,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83592973,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83592984,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83592995,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83593003,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83593014,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83593025,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83593036,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83593047,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83593058,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83593127,07/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83593138,07/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83593149,07/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS8359315A,07/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83593160,07/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83593193,07/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83593207,07/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83593218,07/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83593229,07/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS8359323A,07/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83593251,07/02/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83593320,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593331,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593342,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593353,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593364,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593375,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593386,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593397,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593400,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593411,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83593455,07/02/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83593488,07/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83593499,07/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83593502,07/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83593535,07/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83593546,07/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83593557,07/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83593648,07/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593659,07/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8359366A,07/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593670,07/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83593681,07/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8359382A,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593830,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593841,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593852,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593863,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593874,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593885,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593896,07/02/2018,"BUS LANE, VICAR LANE",60
LS8359390A,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593910,07/02/2018,"BUS LANE, VICAR LANE",60
LS83593943,07/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83593954,07/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83593965,07/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83593976,07/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83593987,07/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83594006,07/02/2018,"BUS LANE, BOAR LANE",60
LS83594028,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594039,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS8359404A,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594050,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594061,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594072,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594083,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594094,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594108,07/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83594141,07/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83594152,07/02/2018,"BUS LANE, CANAL STREET",60
LS83594163,07/02/2018,"BUS LANE, CANAL STREET",60
LS83594174,07/02/2018,"BUS LANE, CANAL STREET",60
LS83594185,07/02/2018,"BUS LANE, CANAL STREET",60
LS83594196,07/02/2018,"BUS LANE, CANAL STREET",60
LS83594276,07/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594356,07/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83594414,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594425,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594436,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594447,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594458,07/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594571,07/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83594607,07/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83595450,07/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83595461,07/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83595530,07/02/2018,"BUS LANE, VICAR LANE",60
LS83595541,07/02/2018,"BUS LANE, VICAR LANE",60
LS83595621,07/02/2018,"BUS LANE, WELLINGTON ROAD",60
LS83595632,07/02/2018,"BUS LANE, BOAR LANE",60
LS83595643,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83595654,07/02/2018,"BUS LANE, BURLEY ROAD",60
LS83594119,08/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8359412A,08/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83594130,08/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8359420A,08/02/2018,"BUS LANE, CANAL STREET",60
LS83594210,08/02/2018,"BUS LANE, CANAL STREET",60
LS83594221,08/02/2018,"BUS LANE, CANAL STREET",60
LS83594232,08/02/2018,"BUS LANE, CANAL STREET",60
LS83594243,08/02/2018,"BUS LANE, CANAL STREET",60
LS83594254,08/02/2018,"BUS LANE, CANAL STREET",60
LS83594265,08/02/2018,"BUS LANE, CANAL STREET",60
LS83594287,08/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594298,08/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594301,08/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594312,08/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594323,08/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594334,08/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594345,08/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83594367,08/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83594378,08/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83594389,08/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS8359439A,08/02/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83594403,08/02/2018,"BUS LANE, OTLEY ROAD ADJ VICTORIA TERRACE",60
LS83594469,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8359447A,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594480,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594491,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594505,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594516,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594527,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594538,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83594549,08/02/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS8359455A,08/02/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83594560,08/02/2018,"BUS LANE, WOODHOUSE LANE JUNC CLARENDON RD",60
LS83594582,08/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83594593,08/02/2018,"BUS LANE, BURMANTOFTS ST JUNC RIGTON APP",60
LS83594618,08/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83594629,08/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS8359463A,08/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83594640,08/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83594651,08/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83595472,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83595483,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83595494,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83595508,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83595519,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8359552A,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83595552,08/02/2018,"BUS LANE, VICAR LANE",60
LS83595563,08/02/2018,"BUS LANE, VICAR LANE",60
LS83595574,08/02/2018,"BUS LANE, VICAR LANE",60
LS83595585,08/02/2018,"BUS LANE, VICAR LANE",60
LS83595596,08/02/2018,"BUS LANE, VICAR LANE",60
LS8359560A,08/02/2018,"BUS LANE, VICAR LANE",60
LS83595610,08/02/2018,"BUS LANE, VICAR LANE",60
LS83595665,08/02/2018,"BUS LANE, BURLEY ROAD",60
LS83595676,08/02/2018,"BUS LANE, BURLEY ROAD",60
LS83595687,08/02/2018,"BUS LANE, BURLEY ROAD",60
LS83596191,08/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596205,08/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596340,08/02/2018,"BUS LANE, CANAL STREET",60
LS83596351,08/02/2018,"BUS LANE, CANAL STREET",60
LS83596635,08/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596737,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596748,08/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596839,08/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83596861,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596872,08/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596985,08/02/2018,"BUS LANE, VICAR LANE",60
LS83596996,08/02/2018,"BUS LANE, VICAR LANE",60
LS83597004,08/02/2018,"BUS LANE, VICAR LANE",60
LS83597208,08/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS83588819,09/02/2018,"BUS LANE, CALL LANE",60
LS8358882A,09/02/2018,"BUS LANE, CALL LANE",60
LS83588830,09/02/2018,"BUS LANE, CALL LANE",60
LS83588841,09/02/2018,"BUS LANE, CALL LANE",60
LS83588852,09/02/2018,"BUS LANE, CALL LANE",60
LS83588863,09/02/2018,"BUS LANE, CALL LANE",60
LS83588874,09/02/2018,"BUS LANE, CALL LANE",60
LS83588885,09/02/2018,"BUS LANE, CALL LANE",60
LS83588896,09/02/2018,"BUS LANE, CALL LANE",60
LS8358890A,09/02/2018,"BUS LANE, CALL LANE",60
LS83588910,09/02/2018,"BUS LANE, CALL LANE",60
LS83588921,09/02/2018,"BUS LANE, CALL LANE",60
LS83588932,09/02/2018,"BUS LANE, CALL LANE",60
LS83588943,09/02/2018,"BUS LANE, CALL LANE",60
LS83588954,09/02/2018,"BUS LANE, CALL LANE",60
LS83588965,09/02/2018,"BUS LANE, CALL LANE",60
LS83588976,09/02/2018,"BUS LANE, CALL LANE",60
LS83588987,09/02/2018,"BUS LANE, CALL LANE",60
LS83588998,09/02/2018,"BUS LANE, CALL LANE",60
LS83589006,09/02/2018,"BUS LANE, CALL LANE",60
LS83589017,09/02/2018,"BUS LANE, CALL LANE",60
LS83589028,09/02/2018,"BUS LANE, CALL LANE",60
LS83589039,09/02/2018,"BUS LANE, CALL LANE",60
LS8358904A,09/02/2018,"BUS LANE, CALL LANE",60
LS83589050,09/02/2018,"BUS LANE, CALL LANE",60
LS83589061,09/02/2018,"BUS LANE, CALL LANE",60
LS83596216,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596227,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596238,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596249,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS8359625A,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596260,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596271,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596282,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596293,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596307,09/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596362,09/02/2018,"BUS LANE, CANAL STREET",60
LS83596373,09/02/2018,"BUS LANE, CANAL STREET",60
LS83596384,09/02/2018,"BUS LANE, CANAL STREET",60
LS83596395,09/02/2018,"BUS LANE, CANAL STREET",60
LS83596409,09/02/2018,"BUS LANE, CANAL STREET",60
LS8359641A,09/02/2018,"BUS LANE, CANAL STREET",60
LS83596420,09/02/2018,"BUS LANE, CANAL STREET",60
LS83596475,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596486,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596497,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596500,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596511,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596522,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596533,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596544,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596555,09/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596646,09/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596657,09/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596668,09/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596679,09/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS8359668A,09/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596690,09/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596726,09/02/2018,"BUS LANE, YORK ROAD JUNC SKELTON TERRACE",60
LS83596759,09/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8359676A,09/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596770,09/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596781,09/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596792,09/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS8359684A,09/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83596850,09/02/2018,"BUS LANE, ROUNDHAY RD JUNC SHEPHERDS LANE",60
LS83596883,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596894,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596908,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596919,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS8359692A,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596930,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596941,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596952,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83596963,09/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83597015,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597026,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597037,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597048,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597059,09/02/2018,"BUS LANE, VICAR LANE",60
LS8359706A,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597070,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597081,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597092,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597106,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597117,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597128,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597139,09/02/2018,"BUS LANE, VICAR LANE",60
LS8359714A,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597150,09/02/2018,"BUS LANE, VICAR LANE",60
LS83597219,09/02/2018,"BUS LANE, VICAR LANE (JUNC KIRKGATE)",60
LS8359722A,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597230,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597241,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597252,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597263,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597274,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597285,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597296,09/02/2018,"BUS LANE, BOAR LANE",60
LS8359730A,09/02/2018,"BUS LANE, BOAR LANE",60
LS83597321,09/02/2018,"BUS LANE, BURLEY ROAD",60
LS83597332,09/02/2018,"BUS LANE, BURLEY ROAD",60
LS83597343,09/02/2018,"BUS LANE, BURLEY ROAD",60
LS83597354,09/02/2018,"BUS LANE, BURLEY ROAD",60
LS83589072,10/02/2018,"BUS LANE, CALL LANE",60
LS83589083,10/02/2018,"BUS LANE, CALL LANE",60
LS83589094,10/02/2018,"BUS LANE, CALL LANE",60
LS83589108,10/02/2018,"BUS LANE, CALL LANE",60
LS83589119,10/02/2018,"BUS LANE, CALL LANE",60
LS8358912A,10/02/2018,"BUS LANE, CALL LANE",60
LS83589130,10/02/2018,"BUS LANE, CALL LANE",60
LS83589141,10/02/2018,"BUS LANE, CALL LANE",60
LS83589152,10/02/2018,"BUS LANE, CALL LANE",60
LS83589163,10/02/2018,"BUS LANE, CALL LANE",60
LS83589174,10/02/2018,"BUS LANE, CALL LANE",60
LS83589185,10/02/2018,"BUS LANE, CALL LANE",60
LS83589196,10/02/2018,"BUS LANE, CALL LANE",60
LS8358920A,10/02/2018,"BUS LANE, CALL LANE",60
LS83589210,10/02/2018,"BUS LANE, CALL LANE",60
LS83589221,10/02/2018,"BUS LANE, CALL LANE",60
LS83589232,10/02/2018,"BUS LANE, CALL LANE",60
LS83589243,10/02/2018,"BUS LANE, CALL LANE",60
LS83589254,10/02/2018,"BUS LANE, CALL LANE",60
LS83589265,10/02/2018,"BUS LANE, CALL LANE",60
LS83596318,10/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83596329,10/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS8359633A,10/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83596431,10/02/2018,"BUS LANE, CANAL STREET",60
LS83596442,10/02/2018,"BUS LANE, CANAL STREET",60
LS83596453,10/02/2018,"BUS LANE, CANAL STREET",60
LS83596464,10/02/2018,"BUS LANE, CANAL STREET",60
LS83596566,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596577,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596588,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596599,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596602,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596613,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596624,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83596704,10/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596715,10/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83596806,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596817,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596828,10/02/2018,"BUS LANE, YORK ST JUNC DUKE ST",60
LS83596974,10/02/2018,"BUS LANE, DEWSBURY ROAD (M621)",60
LS83597161,10/02/2018,"BUS LANE, VICAR LANE",60
LS83597172,10/02/2018,"BUS LANE, VICAR LANE",60
LS83597183,10/02/2018,"BUS LANE, VICAR LANE",60
LS83597194,10/02/2018,"BUS LANE, VICAR LANE",60
LS83597310,10/02/2018,"BUS LANE, BOAR LANE",60
LS83597365,10/02/2018,"BUS LANE, BURLEY ROAD",60
LS83597376,10/02/2018,"BUS LANE, BURLEY ROAD",60
LS83597387,10/02/2018,"BUS LANE, BURLEY ROAD",60
LS83598459,10/02/2018,"BUS LANE, KIRKSTALL ROAD (JUNC VIADUCT RD)",60
LS83598528,10/02/2018,"BUS LANE, COMMERCIAL ROAD (NR BEECROFT ST)",60
LS83598572,10/02/2018,"BUS LANE, CANAL STREET",60
LS83598583,10/02/2018,"BUS LANE, CANAL STREET",60
LS83598594,10/02/2018,"BUS LANE, CANAL STREET",60
LS83598608,10/02/2018,"BUS LANE, CANAL STREET",60
LS83598801,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598812,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598823,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598834,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598845,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598856,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598867,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598878,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598889,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS8359889A,10/02/2018,"BUS LANE, LOW ROAD JUNC OLD MILL LANE",60
LS83598947,10/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83598958,10/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
LS83598969,10/02/2018,"BUS LANE, NORTH ST JUNC TRAFALGAR ST",60
